,zip_code,zip_freq
953538,55014,90
953720,55372,6
953736,55428,816
953738,55438,1134
953766,55441,732
953802,55437,1035
953811,55343,340
953819,55420,1017
953904,55431,864
955709,55444,196
955711,55446,1764
955723,55427,460
955743,55447,1188
955755,55442,912
955779,55305,56
956019,55445,132
956183,55443,414
956831,55429,14
957976,55369,540
958239,55304,582
958260,55301,74
958262,55302,60
958381,55307,133
958400,56044,75
958431,55396,40
958477,55339,24
958725,56243,4
958729,56266,20
958733,56087,483
958796,55332,80
958827,55311,42
958833,55313,1547
959339,56283,4
959349,56273,90
960143,56368,208
960156,55328,224
960165,55330,122
960169,55331,55
960180,56320,126
960192,55327,1062
961046,56369,27
961142,55340,168
961227,55341,220
961367,55390,817
961602,55388,174
961633,55363,350
961814,55359,105
962067,55356,55
962111,55357,50
962224,55362,1354
962634,55386,455
962783,55373,60
962833,55374,332
964760,55705,150
964880,55795,12
964886,55764,6
964892,55741,105
964954,55901,4810
965058,55904,2067
965565,55902,3016
965786,55906,1495
966248,55967,12
966261,55932,84
966275,56026,24
966283,55920,536
969227,55979,90
969256,55929,84
969299,55943,24
969322,55934,8
970217,55924,35
970549,55935,4
971116,56090,8
971118,56091,10
971120,56034,28
971162,56180,28
971176,56258,576
971344,56239,9
971347,56144,33
971369,56186,12
971381,56256,315
971444,56232,90
971462,57268,4
971475,56257,20
971485,57213,3
971488,56169,21
971550,56208,36
971556,56225,72
971604,56241,36
971610,56215,114
971649,56267,125
971654,56590,3
971682,56274,6
971697,56334,358
971808,56343,24
971814,56310,187
971875,56307,180
971890,56331,72
972050,56301,27
972059,56308,1044
972273,56332,66
972285,56324,8
972305,56367,68
972653,56345,123
972740,56450,104
972774,56455,25
972845,56484,72
972857,56425,168
972953,56518,10
972969,56458,1
972970,56567,12
973000,56523,4
973004,56511,20
973024,56514,20
973032,58042,6
973035,56521,12
973039,56576,6
973042,56547,6
973043,58275,10
973048,58218,4
973050,58278,6
973067,56549,12
973071,58045,17
973096,56673,7
973103,56713,14
973117,58237,8
973125,57033,66
973191,68787,91
973198,57041,14
973212,57212,57
973269,57201,199
973468,57301,168
973636,68777,11
973647,57363,32
973679,57469,80
973719,58436,3
973722,57456,6
973725,68714,25
973730,68759,15
973745,57769,32
973777,57747,5
973782,58071,2
973784,58257,16
973800,58054,32
973832,58227,6
973838,58282,6
973844,58401,663
974218,58420,6
974513,58472,7
974520,58579,28
974548,58572,11
974559,58504,150
974709,58540,16
974725,58656,22
974747,58565,10
974757,58638,20
974777,58601,168
974795,58623,55
974985,58722,119
975104,58750,2
975106,58735,16
975122,58784,63
975158,58762,18
975182,58852,18
975209,58801,564
975773,58831,10
975778,59044,190
975913,59047,390
975933,59030,6
975936,59457,60
976208,59327,4
976212,59401,240
976296,59404,423
976353,59405,555
976419,59410,22
976580,59421,44
976600,59474,54
976618,59601,606
976744,59602,870
976876,59639,105
976927,59644,132
977121,59741,40
977167,59759,72
977183,59725,72
977195,59720,10
977241,59858,12
977243,83429,12
977259,59823,3
977262,59825,144
977334,59840,1230
977379,59829,12
977522,59833,390
977672,59875,95
977902,59870,99
977915,83839,20
977935,83873,44
977946,59935,135
977961,59856,35
977968,59859,28
978002,59932,12
978008,59914,36
978062,83850,30
978139,59916,20
978150,59930,12
978152,59925,288
978320,60010,162
978347,60015,762
978521,60714,636
978597,60090,549
979219,60101,685
979324,60104,276
979733,60108,1120
980021,60109,102
980087,60123,3276
980101,60124,2744
980115,60120,3304
980129,60510,938
980136,61068,225
980139,60178,1050
980184,60112,200
980194,60554,304
980220,60118,136
981332,60126,287
981367,60130,352
981735,61016,64
981739,60145,320
981776,60150,44
981784,61006,40
983766,61010,184
983782,60560,1370
983795,60134,2535
983930,60184,182
985121,60561,255
985124,60586,1770
985130,60585,912
985136,60543,1355
985141,60506,3465
985177,60538,2046
985223,60502,2355
985390,60518,54
985393,60531,65
985398,60541,88
985435,61353,6
985498,60537,10
985572,60504,3360
985608,60503,1890
985654,60505,2715
985898,60512,72
986000,60544,1128
990779,60804,194
990781,60441,540
990784,60402,456
990790,60445,220
990794,60532,223
990804,60513,300
990808,60521,264
990810,60517,306
990816,60439,168
990818,60525,576
990890,60534,392
991182,60501,121
991698,60190,873
992305,60555,200
994426,60481,156
994430,60450,525
994449,60479,27
994615,60442,248
994663,60423,728
994887,61360,81
994896,60425,494
995208,60426,20
995212,60437,3
995214,60438,1246
996601,60917,6
996603,61373,165
996618,60484,120
997935,60633,42
997959,60827,510
998059,60927,120
998345,60921,39
998354,61849,112
998362,61054,42
998445,61081,1001
998495,61051,32
998816,61356,1314
998834,61361,48
998918,61344,4
998995,61254,52
999001,61238,48
999051,61233,12
999057,61465,5
999060,61472,5
999065,61320,2
999067,61354,270
999087,61561,42
999093,61362,207
999177,61516,30
999183,61748,225
999227,61537,64
999251,61421,21
999258,61559,12
999264,61550,186
999270,61571,882
1000209,61410,27
1000233,61427,50
1000238,61415,22
1000254,61448,90
1000302,61501,3
1000305,61542,42
1000311,61432,25
1000336,62681,54
1000352,61520,494
1000376,61531,160
1001047,62617,7
1001066,62675,169
1001079,61568,18
1001123,62671,4
1001320,61701,2358
1001545,61704,1692
1001752,61705,846
1001968,61753,234
1002004,62656,585
1002049,61752,120
1002053,61856,672
1002067,61723,72
1002112,61727,912
1002412,61854,110
1002426,61882,25
1002619,61776,12
1003030,61772,8
1003544,61818,2
1003546,62521,480
1003565,62526,350
1003575,62535,20
1003589,62522,290
1003769,62573,14
1004615,61917,4
1004617,61932,10
1004619,61816,2
1004640,62549,16
1004657,61877,49
1004681,61943,54
1004764,61914,7
1004819,62515,16
1004835,61865,6
1004838,61920,200
1004886,62474,7
1005005,61957,11
1005043,62401,26
1005059,62465,6
1005069,62249,240
1005099,62234,714
1005113,62246,667
1005150,62002,2065
1005178,62049,357
1005373,62014,44
1005408,63135,75
1005411,63044,240
1005414,63017,1395
1005481,62037,96
1005651,62051,4
1005670,62418,3
1005736,62015,26
1005806,62546,4
1005886,62077,5
1005891,62088,90
1005894,62685,36
1005908,62069,90
1005949,63389,450
1005958,63379,2400
1006153,62254,390
1006168,62275,36
1006304,62223,744
1006318,62294,945
1007084,62640,48
1007111,62060,273
1007156,62694,23
1007186,63005,786
1007196,63122,487
1007200,63038,120
1007216,63021,1696
1007293,63011,858
1007335,63069,104
1007396,63088,198
1007559,63105,1634
1007700,63040,184
1007766,62016,90
1008164,62668,5
1008326,63332,44
1008411,62674,27
1008543,62630,10
1008614,62048,164
1008817,62692,152
1008845,62650,616
1008898,62226,370
1008994,63144,238
1008999,63119,80
1009040,62207,15
1009529,62236,510
1009552,63124,8
1009792,63117,57
1010180,62221,644
1010197,62220,408
1010528,62269,26
1010589,63010,690
1011225,62638,58
1011579,62531,6
1011961,62243,15
1012357,62298,297
1012480,62286,117
1012507,62233,256
1012697,62263,162
1012724,62268,9
1013220,63775,228
1013269,62881,171
1013288,62898,7
1013331,63052,600
1013351,63050,1802
1013539,62901,280
1013585,63640,1424
1013625,62347,15
1013640,62324,38
1013678,63401,180
1013694,63435,65
1013723,63448,24
1013737,63461,99
1013755,63459,45
1013788,63334,161
1013843,62411,54
1013870,62443,7
1013948,62858,40
1014025,62807,22
1014045,62693,6
1014051,62563,234
1014077,62702,1302
1014098,62707,252
1014224,62703,924
1014300,62704,2037
1014342,62629,128
1014346,62712,399
1014480,62711,756
1014631,62520,18
1014859,62615,255
1017638,62670,8
1018906,62684,35
1018911,62613,88
1020579,62612,17
1020694,62864,416
1021094,62959,2520
1021150,62902,48
1023298,62972,1
1023303,62903,8
1023527,62946,100
1023787,63755,1955
1023838,63740,25
1024412,63084,1485
1024427,63090,2646
1024544,63383,225
1024549,63015,21
1025248,65453,135
1025258,65535,3
1025316,65014,16
1025417,63462,65
1025535,63025,24
1025543,65265,72
1025600,65251,112
1025670,65202,315
1025745,65201,315
1025760,63437,8
1025764,63552,40
1025799,63549,9
1025822,65203,405
1025957,65010,68
1026385,63565,26
1026398,64628,20
1026418,64645,4
1026422,65236,6
1026428,63620,3
1026431,63957,144
1026439,63645,84
1026461,65560,1596
1026582,63730,28
1026590,63936,15
1026595,63841,230
1026764,72437,98
1026822,72404,440
1026887,72422,70
1026908,72455,378
1026980,72542,38
1027179,64001,22
1027201,64067,216
1027219,64093,100
1027249,65340,228
1027299,64012,87
1027514,64076,120
1027590,64022,14
1027604,64056,560
1027618,64050,420
1027632,64068,876
1027647,64052,560
1027661,64055,770
1027795,64098,75
1027832,64034,234
1028056,64075,315
1028346,64484,18
1028401,64057,434
1028415,64058,182
1028429,64119,40
1028554,64053,84
1028924,64117,15
1031255,64070,15
1031469,64054,14
1032152,64061,4
1032156,64747,154
1032362,64720,14
1032535,64118,125
1032540,64152,186
1032555,66043,147
1033119,66053,68
1033141,64734,34
1033247,64730,78
1033335,64485,20
1033340,64443,10
1033355,64429,60
1033408,68305,170
1033476,68321,2
1033580,66020,10
1033597,64644,60
1033627,64689,4
1033631,64683,128
1033759,68433,19
1033786,64735,408
1034002,66735,29
1034031,66743,12
1034205,64770,14
1034225,64738,7
1034234,64836,270
1034244,64755,11
1034285,64759,8
1034455,65712,96
1034641,65360,66
1034707,65785,110
1034751,64865,36
1034760,66724,12
1034798,65649,4
1034844,64831,80
1034894,74339,15
1034936,65769,18
1034954,65605,255
1034999,64856,6
1035005,65625,65
1035040,74346,24
1035042,72712,488
1035044,72722,250
1035206,72713,332
1035420,72704,1958
1035433,72762,2000
1035443,74331,180
1035625,74338,4
1035946,65063,1
1035947,65583,1056
1035953,65018,16
1036070,65072,18
1036091,65233,44
1036099,65046,17
1036126,65329,15
1036236,65556,416
1036548,65550,90
1036614,65622,176
1036630,65548,140
1036733,65704,20
1036753,65613,240
1036851,65608,16
1036873,65655,12
1036879,72651,90
1036939,65710,15
1036986,65770,7
1037148,72583,8
1037156,72544,15
1037251,65727,3
1037270,65685,4
1037274,65810,1218
1037295,65803,1407
1037316,65807,1890
1037379,65802,1806
1037400,65806,231
1037589,65804,1365
1037652,65672,125
1037662,72642,156
1037686,65742,80
1037706,65809,483
1037732,65790,6
1037862,72576,171
1038070,65781,85
1040277,65650,5
1045749,65753,45
1045798,72531,18
1045990,72601,1079
1046003,65740,8
1046023,65653,44
1046329,65641,8
1046347,72732,387
1046365,65656,49
1046449,72565,75
1046464,65789,5
1046545,72519,9
1046591,66042,5
1046701,66044,272
1046720,66088,8
1046724,66092,5
1046729,66052,4
1046757,66049,440
1046773,66073,65
1046956,66046,320
1047204,66047,232
1047916,66401,44
1047949,66402,119
1047983,66507,6
1047984,66549,12
1047990,68443,44
1048001,66535,18
1048004,66502,1308
1048025,66533,18
1048035,66503,792
1048383,66554,9
1048472,67487,75
1048477,66514,195
1048508,68331,5
1048659,67492,16
1048764,68424,36
1048788,66801,106
1048824,67010,231
1048846,67017,56
1048882,67144,3
1048918,67002,234
1049128,67063,170
1049147,68939,145
1049292,68370,120
1049374,67428,143
1049413,68938,34
1049430,68901,224
1049479,68920,11
1049577,68961,8
1049585,67133,65
1049793,67039,3
1049806,73728,36
1049824,67108,15
1049834,73759,6
1049840,67037,270
1049860,67546,63
1050151,73842,32
1050207,67554,462
1050305,67457,18
1050311,67579,121
1050355,69044,16
1050371,80807,221
1050422,80758,9
1050549,67846,1442
1050899,67880,70
1050959,68661,2
1050961,68070,30
1050991,68002,38
1051050,68028,116
1051054,68045,54
1051072,68788,52
1051134,68601,270
1051194,68025,540
1051312,68136,8
1051352,68003,170
1051440,68069,36
1051721,68507,465
1051751,68462,209
1051770,68521,795
1051858,68505,420
1051873,68504,300
1052056,68514,30
1052315,68527,255
1052571,68366,39
1052949,68037,10
1052959,68520,165
1053050,68784,5
1053209,68510,480
1053344,68418,36
1053565,68502,720
1053595,68528,195
1053640,68503,300
1053655,68434,100
1053705,68522,285
1053800,68508,345
1053830,68405,15
1053970,68517,15
1054095,68506,540
1054465,68524,75
1055695,68826,91
1055702,68467,175
1055709,68460,15
1055719,68818,135
1055878,68516,1440
1055941,68843,11
1056017,68361,78
1056201,68512,240
1056381,68351,5
1056386,68526,330
1056521,68461,19
1056609,68368,4
1056831,68419,5
1056851,68372,8
1057053,68628,4
1057062,68371,45
1057099,68365,8
1057107,68979,24
1057165,68634,6
1059098,68454,4
1060180,68523,30
1060375,68620,154
1060474,68636,28
1060495,68701,42
1060561,68748,42
1060620,68720,6
1060626,68745,70
1060654,68713,3
1060657,68780,10
1060698,68771,18
1060707,68718,20
1060732,68801,9
1060741,68803,15
1060756,68824,6
1060776,68817,10
1060786,68870,10
1060880,69163,6
1060883,68850,198
1061088,68959,8
1061096,68922,12
1061108,69022,36
1061144,68967,15
1061159,69033,25
1061185,69146,2
1061187,69352,6
1061193,69165,9
1061196,69143,6
1061201,80751,1331
1061637,69153,9
1061646,69162,105
1061695,69357,42
1061702,80728,24
1061792,69339,5
1061804,70053,76
1061832,70056,120
1061840,70094,50
1061878,70121,323
1062251,70462,441
1062318,70785,102
1062387,70754,130
1062601,70403,330
1062798,70359,54
1062935,70538,435
1062993,70342,6
1062999,70392,126
1063117,70356,10
1063175,70374,3
1063503,70401,215
1063628,70443,98
1063642,70711,45
1063777,70433,1287
1064019,70435,484
1064151,70437,100
1064586,70456,14
1065756,70510,50
1065894,70583,65
1065899,70592,312
1065927,70584,60
1065937,70532,4
1066302,70589,18
1066341,71463,27
1066367,70631,70
1066397,71446,118
1066405,75966,143
1066431,75932,11
1066566,71303,420
1066592,77630,165
1066604,77632,128
1066644,70668,25
1066863,71409,12
1066891,70706,10
1066901,70714,6
1066907,71356,4
1066911,70722,48
1066959,71353,3
1066962,70755,8
1066970,70739,18
1066988,70748,17
1067005,70770,6
1067011,70783,6
1067089,70818,6
1067101,71040,136
1067117,71055,240
1067189,71006,1456
1067469,71007,49
1067483,71068,24
1067491,71861,33
1067535,71251,30
1067698,75672,360
1067774,71033,221
1067799,71061,10
1067839,71067,288
1068005,71032,10
1068028,71038,2
1068041,75551,81
1068118,71052,140
1068200,75633,220
1068302,71753,319
1068596,71201,315
1068851,71202,15
1068866,71203,465
1069016,71292,22
1069018,71291,114
1069022,71295,21
1069025,71232,12
1069036,71225,66
1069096,71226,4
1069175,71238,6
1069181,71435,12
1069187,71418,45
1069627,71343,72
1069633,71354,18
1069665,71326,19
1069707,71336,7
1069759,71260,24
1069823,71301,480
1069991,71302,168
1070363,71360,216
1071073,71454,11
1071084,71602,100
1071164,71744,110
1071175,71667,30
1071178,71671,63
1071238,71655,420
1071477,71647,6
1071666,72084,3
1071782,71701,588
1072245,72104,175
1072265,71852,108
1072274,71958,15
1072373,71945,8
1072417,71901,375
1072552,71909,25
1072557,71913,975
1073777,71943,104
1073884,71968,5
1073889,71969,3
1073892,72837,448
1073906,72070,24
1073928,72858,36
1073958,72002,210
1074083,72029,3
1074086,72132,45
1074096,72046,5
1074106,72112,255
1074166,72324,8
1074185,72401,415
1074225,72006,44
1074269,72020,21
1074276,72833,90
1074438,72416,5
1074497,72126,40
1074520,72157,42
1074576,72034,940
1074678,72024,24
1074701,72007,217
1074911,72015,1120
1075247,72019,1260
1075457,72023,97
1075487,72857,40
1075495,72031,432
1075519,72039,12
1075525,72032,640
1075945,72153,20
1077645,72102,3
1077646,72176,100
1077654,72076,1022
1077766,72047,2
1078470,72111,16
1079874,72560,770
1079894,72142,20
1080066,72650,132
1080148,72639,1
1081043,72523,12
1081055,72129,2
1081071,72550,6
1081497,72501,2
1081573,72432,100
1081814,72405,185
1082544,72417,5
1082639,72458,3
1082833,72536,87
1083238,72616,159
1083301,72742,100
1083920,72660,15
1083948,72645,28
1083984,72701,2453
1084303,72703,1595
1084898,72744,720
1084913,72764,1898
1084933,72758,1620
1084949,72756,1044
1084955,72921,121
1085018,72745,1090
1085076,72863,36
1085082,72830,979
1085178,72727,84
1085264,72730,1552
1086130,74965,60
1088566,72941,7
1090199,72835,16
1090815,72824,48
1090835,72855,462
1091100,72845,18
1091322,72846,88
1091346,72933,64
1091410,72936,182
1091423,72944,30
1091586,72938,33
1091619,72940,16
1091627,74932,30
1091675,73010,1463
1091703,73008,1043
1091969,73047,75
1092041,73533,384
1092047,73078,1048
1092468,73057,64
1092813,73093,234
1092857,73015,20
1092869,73538,266
1092925,73541,24
1092928,73601,1200
1093144,73028,90
1093204,73030,90
1093264,73401,1188
1093482,73051,702
1093500,73095,49
1093507,73160,2048
1093511,73084,352
1093563,73127,7
1093600,73170,240
1093693,73099,8
1093719,73165,36
1093853,73159,8
1094426,73121,12
1094676,73669,12
1094678,73528,2
1094680,74059,66
1094683,74074,399
1094689,73651,65
1094727,73542,15
1094761,73077,429
1094878,73736,18
1095031,74075,267
1095478,74062,21
1095494,74875,9
1095727,73098,20
1095833,73463,100
1095873,73439,1300
1096273,73440,15
1096288,73448,230
1096298,75092,585
1096303,76273,190
1096318,76148,272
1096320,76022,490
1096327,76015,1199
1096346,76262,306
1096446,76240,396
1096452,76035,44
1096454,76016,3591
1096473,76234,1010
1096483,76201,336
1096491,76012,3116
1096520,76226,1133
1096573,73548,7
1096580,76013,2631
1096599,76073,182
1096641,76017,4522
1096679,76207,600
1096737,76272,54
1096740,76021,1274
1096896,76020,51
1096899,76063,3320
1096928,76059,32
1097012,73459,10
1097067,76031,24
1097236,76210,1248
1097300,76140,46
1097302,76001,3097
1097393,76426,495
1097980,76119,56
1098065,76071,627
1099848,76249,8
1100008,76209,440
1100613,76137,24
1101644,76245,48
1101782,73446,18
1102020,74733,10
1102022,74872,210
1102043,73662,54
1102053,73627,16
1102103,76384,156
1102166,73737,325
1102316,73741,6
1102353,74640,21
1102369,73857,54
1102387,74020,765
1102404,74021,1428
1102411,74010,96
1102796,74026,14
1102803,74028,14
1102805,74869,12
1102829,74637,30
1102919,74048,4
1102923,74447,10
1103045,74352,60
1103125,74445,65
1103130,74561,7
1103131,74442,21
1103138,74578,7
1103154,74435,16
1103169,74521,11
1103180,74570,25
1103185,74501,6
1103196,74949,1
1103197,75447,25
1103202,74760,4
1103227,75090,300
1103332,75462,645
1103335,75460,748
1103732,75426,55
1104081,75001,305
1104136,75002,210
1104166,75006,2040
1104486,75007,2200
1104886,75010,1370
1105586,75034,740
1105706,75035,1204
1105826,75038,212
1105886,75039,158
1105898,75040,1992
1106146,75041,1000
1106346,75042,1000
1106578,75043,2168
1106842,75044,1400
1107154,75051,42
1108214,75061,258
1108270,75063,286
1108274,75069,1200
1108374,75071,48
1108386,75060,260
1108647,75094,415
1108772,75114,100
1108774,76639,117
1108785,76648,120
1108797,75103,416
1108914,76065,1150
1108918,75232,648
1108930,75216,1524
1108946,75146,1177
1108957,75241,906
1109025,75134,803
1109132,75249,462
1109501,75155,14
1109832,75224,618
1109954,75237,66
1110371,75227,1128
1110377,75215,702
1110383,75253,300
1110389,75233,330
1110395,75217,1158
1110401,75210,294
1110413,75223,330
1110425,75228,1992
1110431,75211,864
1110443,75208,1170
1110455,75214,2016
1110461,75201,426
1110467,75206,1956
1110497,75117,228
1110611,75218,1086
1110623,75204,1692
1110659,75219,2064
1110695,75236,264
1110777,75205,451
1110827,75203,408
1110979,75238,816
1111057,75231,924
1111081,75246,84
1111398,75212,588
1111422,75202,324
1112270,75226,30
1113440,75160,105
1113540,75161,17
1113956,75062,278
1113960,75254,501
1113966,75248,1374
1113972,75243,1428
1113978,75229,1458
1113984,75209,1158
1114012,75225,1039
1114420,75220,1104
1114456,75244,390
1114462,75234,96
1114468,75230,1608
1114480,75235,432
1114510,75240,486
1114632,75287,738
1115275,75247,6
1117382,76006,1786
1117828,76002,3002
1117970,76014,1862
1117989,76018,1414
1118008,75252,606
1118100,76208,332
1118154,76010,2527
1118277,76011,1406
1118323,75036,476
1118562,75033,516
1119065,76005,1577
1119267,76084,128
1125606,75407,2628
1126494,75402,1817
1126563,75428,265
1126594,75401,2438
1127445,75422,91
1127452,75773,162
1127569,75771,186
1127956,75424,108
1128186,75490,160
1128433,75457,544
1128561,75451,28
1128582,75455,864
1129141,75494,126
1129339,75657,170
1129382,75563,33
1129439,75568,45
1129444,75668,5
1129488,75670,84
1129706,75652,300
1129767,75654,390
1130000,75693,40
1130336,75682,27
1130345,75946,48
1130393,75706,4
1130397,75751,561
1130419,75752,198
1130727,75791,152
1130729,75766,868
1130743,75764,15
1130982,75925,20
1131331,75831,192
1131363,75833,220
1131483,75840,561
1131653,75846,27
1131659,75852,60
1131716,75979,280
1131724,75936,64
1131740,77351,2300
1131800,75904,15
1131859,75949,32
1132133,75951,517
1132478,77664,108
1133775,76227,255
1133785,76205,280
1134868,76230,93
1134874,76270,45
1134996,76233,105
1135145,76271,18
1135160,76374,4
1135164,76446,279
1135191,76450,132
1135467,76365,16
1135484,76453,14
1135498,76436,14
1135505,76531,225
1135565,76470,12
1135569,76474,7
1135576,76502,1344
1135648,76504,416
1135696,76579,405
1135711,76501,244
1135715,76513,654
1135754,79510,256
1135994,78633,1420
1136014,78626,1360
1136074,78628,1400
1136535,76569,72
1136771,76577,8
1137453,76527,345
1138976,76538,15
1138986,76520,180
1139081,76712,115
1139126,76574,143
1139203,76634,456
1139298,76708,330
1139303,76638,25
1139428,76657,10
1139443,76670,105
1139492,76645,1173
1139514,76705,115
1139541,76707,135
1139672,76710,265
1139687,76711,50
1139702,76701,10
1139931,76636,66
1139981,76704,65
1140156,76706,100
1140811,76671,24
1140864,77856,348
1141024,76856,14
1141041,78624,532
1141384,77002,896
1141640,77003,1600
1141880,77005,1264
1142032,77006,2472
1142280,77007,6768
1142328,77009,3320
1142344,77010,8
1142352,77087,488
1142360,77092,1568
1142368,77096,2648
1142376,77077,2776
1142384,77089,1800
1142392,77064,1248
1142408,77069,1232
1142416,77063,1768
1142424,77008,5648
1142432,77073,1536
1142440,77401,564
1142443,77048,800
1142451,77021,1448
1142459,77057,3808
1142467,77056,3216
1142483,77040,1080
1142515,77027,1808
1142523,77024,3040
1142531,77019,2712
1142539,77011,632
1142731,77004,3048
1143299,77026,680
1143323,77035,1912
1143339,77023,944
1143347,77098,1168
1143355,77075,992
1143363,77018,3960
1143379,77025,2320
1143387,77054,1576
1143403,77036,1096
1143411,77074,816
1143419,77070,1688
1143491,77033,1120
1143635,77055,3088
1143643,77012,272
1143667,77051,952
1143683,77082,1920
1143715,77049,1360
1143787,77080,2200
1143811,77041,1176
1143827,77065,912
1143843,77028,800
1143859,77076,312
1143875,77042,1792
1143907,77016,992
1143947,77034,848
1143963,77020,992
1143987,77015,1464
1144075,77039,360
1144083,77067,616
1144115,77088,1648
1144131,77502,360
1144158,77086,472
1144190,77078,464
1144222,77037,304
1144238,77066,1432
1144388,77043,1888
1144420,77071,920
1144452,77061,584
1144572,77081,456
1144596,77030,1144
1144636,77068,560
1144740,77014,872
1144764,77079,1832
1144876,77017,536
1144962,77506,255
1145096,77093,504
1145112,77505,264
1145307,77095,2208
1145449,77047,1264
1145551,77022,984
1145583,77536,1746
1145616,77503,231
1145838,77038,448
1145993,77046,112
1146343,77031,320
1146511,77091,1208
1146543,77072,1608
1147067,77099,848
1147099,77045,800
1147647,77504,173
1148604,77060,304
1149584,77090,792
1150014,77029,496
1151962,77013,232
1152400,77044,3264
1154045,77053,680
1154964,77084,2952
1157582,77085,208
1168333,77050,96
1171291,77062,1560
1171299,77346,53
1171315,77586,683
1172152,77058,988
1172602,77059,863
1172691,77032,160
1172771,77396,136
1173162,77339,843
1175594,77489,392
1175914,77469,6149
1175946,77407,6877
1176050,77083,1952
1176095,77477,192
1176765,77406,7696
1181885,77094,440
1182301,77318,562
1182697,77316,4026
1183750,77369,9
1183773,77327,3451
1183994,77328,1173
1184876,77336,128
1186164,77354,3366
1186319,77355,1716
1186660,77356,3784
1186896,77362,161
1186926,77345,620
1187161,77357,8
1189881,77564,59
1189896,77378,166
1189902,77379,8
1189936,77575,1080
1189983,77585,15
1189992,77365,26
1190300,78934,330
1190315,77381,55
1191911,78944,20
1192280,77384,70
1192290,77445,51
1193116,77486,146
1193165,77534,108
1193673,77539,542
1193675,77598,696
1194248,77535,3096
1194486,77541,873
1195019,77657,204
1196033,77577,33
1196306,77830,120
1196521,77901,938
1196647,77904,1015
1196780,77905,273
1197228,78164,28
1197232,78393,6
1197242,78011,10
1197259,78154,105
1197294,78636,30
1197356,78055,7
1197370,78057,8
1197378,78069,30
1197408,78124,144
1197508,78263,2
1197510,78363,276
1197526,78362,63
1197559,78368,70
1197607,78343,33
1197689,78340,6
1197696,78374,1364
1198400,78516,160
1198560,78520,372
1198728,78521,264
1198836,78526,360
1198860,78539,258
1198974,78541,396
1199082,78542,372
1199736,78538,6
1199778,78573,133
1200404,78575,12
1200741,78632,6
1200744,78610,2
1200802,78621,322
1200940,78744,245
1200947,78702,154
1200954,78738,336
1200961,78745,511
1200968,78749,378
1200975,78748,441
1200996,78747,147
1201003,78722,70
1201017,78704,371
1201066,78721,119
1201080,78705,259
1202021,78723,294
1202028,78737,231
1202042,78703,189
1202063,78731,154
1202126,78736,56
1202140,78746,154
1202182,78752,70
1202196,78741,84
1202238,78735,126
1202259,78701,98
1202308,78739,217
1202343,78751,105
1202420,78724,175
1202812,78725,126
1203029,78756,63
1205500,78645,39
1206088,78717,133
1206268,78753,217
1206317,78758,245
1206324,78757,133
1206534,78733,49
1206611,78728,126
1206618,78729,133
1206632,78732,140
1206660,78734,196
1206688,78754,154
1206695,78726,77
1206702,78750,252
1206744,78727,245
1206894,78759,224
1207153,78730,91
1210219,78940,165
1210263,78945,222
1210314,78947,54
1210350,78948,30
1210365,78954,20
1210367,79072,168
1210471,79045,27
1210537,79250,13
1210551,79245,8
1210559,79372,2
1210561,79520,9
1210564,79553,44
1210612,79701,742
1210878,79703,882
1211354,79705,2086
1211760,79706,532
1212530,79707,1288
1215862,79765,1444
1215870,79761,800
1215878,79764,416
1215894,79762,1664
1215934,79763,728
1216644,79766,184
1218312,79821,5
1218317,80003,14
1218331,80010,1005
1218916,80013,2415
1219501,80014,2055
1219561,80015,1873
1219610,80017,1155
1220210,80018,1020
1220630,80019,480
1220915,80011,1080
1221785,80012,1245
1223078,80016,2910
1229661,80020,168
1229717,80021,469
1229969,80023,35
1229990,80221,440
1229996,80205,480
1230002,80204,390
1230014,80229,174
1230020,80219,510
1230038,80202,558
1230044,80209,468
1230050,80216,78
1230056,80226,546
1230066,80220,510
1230078,80211,714
1230084,80218,324
1230090,80030,231
1230097,80249,594
1230110,80203,366
1230116,80207,222
1230153,80031,644
1230672,80027,790
1231765,80215,420
1231806,80236,192
1231812,80123,380
1231818,80120,180
1231822,80128,360
1231853,80111,20
1231859,80222,336
1231865,80107,432
1232945,80212,240
1232951,80210,606
1233047,80138,700
1233072,80206,372
1233108,80127,356
1233188,80223,156
1233223,80232,356
1233267,80246,132
1233336,80247,438
1233342,80214,271
1233393,80238,480
1233469,80224,300
1233495,80235,170
1233533,80401,70
1233555,80134,2100
1233573,80239,240
1233585,80234,252
1233598,80231,330
1233626,80228,470
1233744,80121,68
1233772,80237,318
1233825,80227,582
1234623,80125,312
1234885,80230,132
1235447,80112,66
1236478,80124,40
1237347,80640,75
1238071,80260,26
1243052,80022,6
1243702,80126,8
1249513,80427,14
1252383,80136,132
1252515,80620,238
1252517,80634,1562
1252687,80631,563
1252724,80642,165
1253631,80530,285
1253658,80504,200
1253663,80516,915
1254368,80420,33
1254401,80421,66
1254465,81620,385
1254487,80443,116
1254536,80435,76
1254551,81655,6
1254583,80455,34
1254602,80540,392
1254616,81623,203
1254639,80481,12
1255055,80439,494
1255447,80444,60
1255596,80440,78
1255695,80456,68
1256153,80528,187
1256175,80534,1002
1256397,80550,3641
1257937,80615,171
1258005,80622,4
1258199,80720,72
1258241,80809,4
1258245,80817,220
1258409,80827,5
1258414,80860,5
1258419,81226,330
1258434,81240,15
1258714,81022,10
1258724,81069,24
